week,day_id,day,mainMuscle,exercise,substitutionOption1,substitutionOption2,notes,repsWorkingSet1,minRestMinutes,maxRestMinutes,minWarmUpSets,maxWarmUpSets,workingSets,minRPE,maxRPE,repsWorkingSet2,repsWorkingSet3,minReps,maxReps,timeSeconds,amrap,hold
10,0,Legs #2,Quads,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Can pull sumo or conventional, go with whatever variation you are stronger with",,3,5,3,4,2,8,9,,,4,6,,FALSE,FALSE
10,0,Legs #2,Quads,Dumbbell Walking Lunge,DB Step-Up,Goblet Squat,Do 4-6 reps with each leg (10-12 total strides). Straps may be helpful if your grip becomes limiting.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Legs #2,Hamstrings,Seated Leg Curl,Lying Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Legs #2,Calves,Standing Calf Raise,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Legs #2,Abs,Decline Plate-Weighted Crunch,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
11,0,Push #1,Pectorals,Low Incline DB Press,Low Incline Machine Press,Low Incline Smith Machine Press,"15° bench angle, tuck your elbows on the negative, flare as you press",,2,3,2,2,3,9,9,,,20,20,,FALSE,FALSE
11,0,Push #1,Shoulders,Machine Shoulder Press,DB Shoulder Press,Standing DB Arnold Press,"Don't stop in between reps, keep smooth and controlled tension on the delts",,2,3,2,2,3,9,9,,,15,15,,FALSE,FALSE
11,0,Push #1,Pectorals,Cable Crossover Ladder,Flat-To-Incline DB Flye,Pec Deck,"Do one set with low cable position, one set with medium-height cable position, and one height with a high cable position",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Push #1,Shoulders,A1: Lean-In Constant Tension DB Lateral Raise,Constant-Tension Cable Lateral Raise,Constant-Tension Machine Lateral Raise,Lean into a bench and do lateral raises. Keep tension - don't rest your arm against your side at the bottom.,,0,0,1,1,3,10,10,,,15,15,,FALSE,FALSE
11,0,Push #1,Shoulders,A2: Side Delt Static Stretch (30s),,,Hold a side delt stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,3,,,,,,,30,FALSE,TRUE
11,0,Push #1,Triceps,Overhead Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Push #1,Triceps,Med-Ball Close Grip Push Up,Close-Grip Push Up,Kneeling Modified Push Up,"Place your hands on a medicine ball and do smooth, controlled pushups",,0,0,0,0,1,10,10,,,,,,TRUE,FALSE
11,0,Pull #1,Back,1-Arm Half Kneeling Lat Pulldown,1-Arm Lat Pull-In,Cable Lat Pullover,"Keep chest tall, keep elbow tucked in close to your torso, focus on squeezing your lat to move the weight",,1,2,1,1,2,9,9,,,20,20,,FALSE,FALSE
11,0,Pull #1,Back,Omni-Grip Lat Pulldown,Omni-Grip Pull-Up,Chin-Up,"One set wide grip (overhand), 1 set middle grip (overhand), 1 set close grip (underhand)",,2,3,1,1,3,9,9,,,20,20,,FALSE,FALSE
11,0,Pull #1,Back,Machine Low Row,Helms Row,Incline Chest-Supported DB Row,Focus on squeezing your shoulder blades together on each rep,,2,3,2,2,4,9,9,,,20,20,,FALSE,FALSE
11,0,Pull #1,Traps,Cable Shrug-In,DB Shrug,Plate Shrug,Set up two cable handles low and shrug up and in. Squeeze your upper traps to move the weight.,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Pull #1,Biceps,EZ-Bar Curl (Heavy),DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,1,2,2,2,1,9,9,,,4,6,,FALSE,FALSE
11,0,Pull #1,Biceps,A1: EZ-Bar Modified Bicep 21's,DB Curl 21's,Cable Curl 21's,"7 reps seated, 7 reps standing full ROM, 7 reps bottom-half curls",,0,0,0,0,2,10,10,,,21,21,,FALSE,FALSE
11,0,Pull #1,Biceps,A2: Bicep Static Stretch (30s),,,Hold a bicep stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,2,,,,,,,30,FALSE,TRUE
11,0,Legs #1,Quads,Front Squat,High-Bar Box Squat,Goblet Squat,"These will be challenging, let's push! Don't go so heavy that you miss reps. Be humble with your weight and focus on keeping your torso upright",,2,3,2,3,3,7,8,,,15,15,,FALSE,FALSE
11,0,Legs #1,Hamstrings,Dumbbell RDL,Barbell RDL,45° Hyperextension,"Emphasize the stretch in your hamstrings, prevent your lower back from rounding",,2,3,1,1,3,9,9,,,20,20,,FALSE,FALSE
11,0,Legs #1,Quads,Walking Lunge,DB Step-Up,Goblet Squat,"Take medium strides, minimize the amount you push off your rear leg",,2,3,1,1,3,9,9,,,10,10,,FALSE,FALSE
11,0,Legs #1,Hamstrings,"Slow Seated Leg Curl (3 up, 3 down)",Lying Leg Curl,Nordic Ham Curl,Lift with a slow tempo. The positive should take 3 seconds and the negative should take 3 seconds.,,1,2,1,1,3,10,10,,,8,8,,FALSE,FALSE
11,0,Legs #1,Calves,Leg Press Toe Press,Seated Calf Raise,Standing Calf Raise,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Legs #1,Abs,LLPT Plank,Ab Wheel Rollout,Plank,Contract your glutes and position your elbows under your eyes to make the plank more difficult,,1,2,0,0,2,10,10,,,,,30,FALSE,FALSE
11,0,Push #2,Pectorals,Bench Press (Top Set),DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,4,3,4,1,8,9,,,2,4,,FALSE,FALSE
11,0,Push #2,Pectorals,Bench Press (Back Off AMRAP),DB Bench Press,Machine Chest Press,Use ~60% of the weight you used on your top set and do it for as many reps as possible. You should be in the range of 10-20+ reps on this set! Use a spotter and safety bars!,,3,4,0,0,1,10,10,,,,,,TRUE,FALSE
11,0,Push #2,Shoulders,Standing Dumbbell Arnold Press,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,2,3,2,2,3,9,9,,,15,15,,FALSE,FALSE
11,0,Push #2,Triceps,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,2,3,1,1,3,10,10,,,15,20,,FALSE,FALSE
11,0,Push #2,Shoulders,Machine Lateral Raise (+ Myoreps),DB Lateral Raise (+ Myoreps),Cable Lateral Raise (+ Myoreps),"On the last set only, perform myoreps: After reaching failure at 12-15 reps, pause for ~5 seconds and do another 4 reps. Then pause for ~5 seconds again and do another 4 reps. Repeat until you can't complete 4 reps.",,1,2,1,1,3,10,10,,,12,15,,FALSE,FALSE
11,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Push #2,Triceps,1-Arm Bottom-Half Overhead Cable Tricep Extensions,DB Bottom-Half Skull Crusher,EZ Bar Bottom-Half Skull Crusher,"Do overhead cable tricep extensions, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,3,10,10,,,20,30,,FALSE,FALSE
11,0,Pull #2,Back,Pull-Up,Lat Pulldown,Machine Pulldown,"6 cluster sets: 3 reps, rest 15s, repeat 6x. Keep form smooth and controlled.",,0.25,0.25,2,2,6,7,8,,,3,3,,FALSE,FALSE
11,0,Pull #2,Back,Wide-Grip Cable Row,Wide-Grip Machine Row,Wide-Grip T-Bar Row,"10 cluster sets: 3 reps, rest 15s, repeat 10x. Keep form tight.",,0.25,0.25,2,2,10,7,8,,,3,3,,FALSE,FALSE
11,0,Pull #2,Back,"SLOW Barbell Row (3 up, 3 down)",SLOW DB Row,SLOW Machine Row,"Use a 3 second positive and a 3 second negative. ""Feel"" your back working, be humble with the weight you use",,2,3,1,1,3,7,8,,,6,6,,FALSE,FALSE
11,0,Pull #2,Biceps,Bayesian Cable Curl,DB Incline Curl,DB Curl,"Keep your elbow behind your torso throughout the range of motion, focus on squeezing your bicep. Sets are per arm",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Pull #2,Biceps,Bottom-Half Preacher Curl,Bottom-Half Spider Curl,Bottom-Half Bayesian Curl,"Do preacher curls, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,3,10,10,,,15,15,,FALSE,FALSE
11,0,Pull #2,Rear delts,Rope Facepull,Reverse Pec Deck,Bent-Over Reverse DB Flye,"Pull your elbows up and out, squeeze your shoulder blades together",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Legs #2,Hamstrings,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,3,4,3,4,2,9,9,,,8,8,,FALSE,FALSE
11,0,Legs #2,Quads,Leg Press,Goblet Squat,Walking Lunge,"Medium width feet placement on the platform, don't allow your lower back to round",,2,3,2,3,2,9,9,,,20,20,,FALSE,FALSE
11,0,Legs #2,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move,,1,2,1,1,5,10,10,,,20,20,,FALSE,FALSE
11,0,Legs #2,Hamstrings,Lying Leg Curl,Seated Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to make the weight move,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Legs #2,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
11,0,Legs #2,Abs,Corpse Crunch,Plate-Weighted Crunch,Cable Crunch,"Clear your upper back off the floor when you crunch, hold for 1-2 seconds and then go back down. Don't yank with your neck.",,1,2,0,0,2,10,10,,,20,20,,FALSE,FALSE
12,0,Push #1,Pectorals,Low Incline DB Press,Low Incline Machine Press,Low Incline Smith Machine Press,"15° bench angle, tuck your elbows on the negative, flare as you press",,2,3,2,2,3,9,9,,,20,20,,FALSE,FALSE
12,0,Push #1,Shoulders,Machine Shoulder Press,DB Shoulder Press,Standing DB Arnold Press,"Don't stop in between reps, keep smooth and controlled tension on the delts",,2,3,2,2,3,9,9,,,15,15,,FALSE,FALSE
12,0,Push #1,Pectorals,Cable Crossover Ladder,Flat-To-Incline DB Flye,Pec Deck,"Do one set with low cable position, one set with medium-height cable position, and one height with a high cable position",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Push #1,Shoulders,A1: Lean-In Constant Tension DB Lateral Raise,Constant-Tension Cable Lateral Raise,Constant-Tension Machine Lateral Raise,Lean into a bench and do lateral raises. Keep tension - don't rest your arm against your side at the bottom.,,0,0,1,1,3,10,10,,,15,15,,FALSE,FALSE
12,0,Push #1,Shoulders,A2: Side Delt Static Stretch (30s),,,Hold a side delt stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,3,,,,,,,30,FALSE,TRUE
12,0,Push #1,Triceps,Overhead Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Push #1,Triceps,Med-Ball Close Grip Push Up,Close-Grip Push Up,Kneeling Modified Push Up,"Place your hands on a medicine ball and do smooth, controlled pushups",,0,0,0,0,1,10,10,,,,,,TRUE,FALSE
12,0,Pull #1,Back,1-Arm Half Kneeling Lat Pulldown,1-Arm Lat Pull-In,Cable Lat Pullover,"Keep chest tall, keep elbow tucked in close to your torso, focus on squeezing your lat to move the weight",,1,2,1,1,2,9,9,,,20,20,,FALSE,FALSE
12,0,Pull #1,Back,Omni-Grip Lat Pulldown,Omni-Grip Pull-Up,Chin-Up,"One set wide grip (overhand), 1 set middle grip (overhand), 1 set close grip (underhand)",,2,3,1,1,3,9,9,,,20,20,,FALSE,FALSE
12,0,Pull #1,Back,Machine Low Row,Helms Row,Incline Chest-Supported DB Row,Focus on squeezing your shoulder blades together on each rep,,2,3,2,2,4,9,9,,,20,20,,FALSE,FALSE
12,0,Pull #1,Traps,Cable Shrug-In,DB Shrug,Plate Shrug,Set up two cable handles low and shrug up and in. Squeeze your upper traps to move the weight.,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Pull #1,Biceps,EZ-Bar Curl (Heavy),DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,1,2,2,2,1,9,9,,,4,6,,FALSE,FALSE
12,0,Pull #1,Biceps,A1: EZ-Bar Modified Bicep 21's,DB Curl 21's,Cable Curl 21's,"7 reps seated, 7 reps standing full ROM, 7 reps bottom-half curls",,0,0,0,0,2,10,10,,,21,21,,FALSE,FALSE
12,0,Pull #1,Biceps,A2: Bicep Static Stretch (30s),,,Hold a bicep stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,2,,,,,,,30,FALSE,TRUE
12,0,Legs #1,Quads,Front Squat,High-Bar Box Squat,Goblet Squat,"These will be challenging, let's push! Don't go so heavy that you miss reps. Be humble with your weight and focus on keeping your torso upright",,2,3,2,3,3,7,8,,,15,15,,FALSE,FALSE
12,0,Legs #1,Hamstrings,Dumbbell RDL,Barbell RDL,45° Hyperextension,"Emphasize the stretch in your hamstrings, prevent your lower back from rounding",,2,3,1,1,3,9,9,,,20,20,,FALSE,FALSE
12,0,Legs #1,Quads,Walking Lunge,DB Step-Up,Goblet Squat,"Take medium strides, minimize the amount you push off your rear leg",,2,3,1,1,3,9,9,,,10,10,,FALSE,FALSE
12,0,Legs #1,Hamstrings,"Slow Seated Leg Curl (3 up, 3 down)",Lying Leg Curl,Nordic Ham Curl,Lift with a slow tempo. The positive should take 3 seconds and the negative should take 3 seconds.,,1,2,1,1,3,10,10,,,8,8,,FALSE,FALSE
12,0,Legs #1,Calves,Leg Press Toe Press,Seated Calf Raise,Standing Calf Raise,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Legs #1,Abs,LLPT Plank,Ab Wheel Rollout,Plank,Contract your glutes and position your elbows under your eyes to make the plank more difficult,,1,2,0,0,2,10,10,,,,,30,FALSE,FALSE
12,0,Push #2,Pectorals,Bench Press (Top Set),DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,4,3,4,1,8,9,,,2,4,,FALSE,FALSE
12,0,Push #2,Pectorals,Bench Press (Back Off AMRAP),DB Bench Press,Machine Chest Press,Use ~60% of the weight you used on your top set and do it for as many reps as possible. You should be in the range of 10-20+ reps on this set! Use a spotter and safety bars!,,3,4,0,0,1,10,10,,,,,,TRUE,FALSE
12,0,Push #2,Shoulders,Standing Dumbbell Arnold Press,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,2,3,2,2,3,9,9,,,15,15,,FALSE,FALSE
12,0,Push #2,Triceps,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,2,3,1,1,3,10,10,,,15,20,,FALSE,FALSE
12,0,Push #2,Shoulders,Machine Lateral Raise (+ Myoreps),DB Lateral Raise (+ Myoreps),Cable Lateral Raise (+ Myoreps),"On the last set only, perform myoreps: After reaching failure at 12-15 reps, pause for ~5 seconds and do another 4 reps. Then pause for ~5 seconds again and do another 4 reps. Repeat until you can't complete 4 reps.",,1,2,1,1,3,10,10,,,12,15,,FALSE,FALSE
12,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Push #2,Triceps,1-Arm Bottom-Half Overhead Cable Tricep Extensions,DB Bottom-Half Skull Crusher,EZ Bar Bottom-Half Skull Crusher,"Do overhead cable tricep extensions, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,3,10,10,,,20,30,,FALSE,FALSE
12,0,Pull #2,Back,Pull-Up,Lat Pulldown,Machine Pulldown,"6 cluster sets: 3 reps, rest 15s, repeat 6x. Keep form smooth and controlled.",,0.25,0.25,2,2,6,7,8,,,3,3,,FALSE,FALSE
12,0,Pull #2,Back,Wide-Grip Cable Row,Wide-Grip Machine Row,Wide-Grip T-Bar Row,"10 cluster sets: 3 reps, rest 15s, repeat 10x. Keep form tight.",,0.25,0.25,2,2,10,7,8,,,3,3,,FALSE,FALSE
12,0,Pull #2,Back,"SLOW Barbell Row (3 up, 3 down)",SLOW DB Row,SLOW Machine Row,"Use a 3 second positive and a 3 second negative. ""Feel"" your back working, be humble with the weight you use",,2,3,1,1,3,7,8,,,6,6,,FALSE,FALSE
12,0,Pull #2,Biceps,Bayesian Cable Curl,DB Incline Curl,DB Curl,"Keep your elbow behind your torso throughout the range of motion, focus on squeezing your bicep. Sets are per arm",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Pull #2,Biceps,Bottom-Half Preacher Curl,Bottom-Half Spider Curl,Bottom-Half Bayesian Curl,"Do preacher curls, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,3,10,10,,,15,15,,FALSE,FALSE
12,0,Pull #2,Rear delts,Rope Facepull,Reverse Pec Deck,Bent-Over Reverse DB Flye,"Pull your elbows up and out, squeeze your shoulder blades together",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Legs #2,Hamstrings,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,3,4,3,4,2,9,9,,,8,8,,FALSE,FALSE
12,0,Legs #2,Quads,Leg Press,Goblet Squat,Walking Lunge,"Medium width feet placement on the platform, don't allow your lower back to round",,2,3,2,3,2,9,9,,,20,20,,FALSE,FALSE
12,0,Legs #2,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move,,1,2,1,1,5,10,10,,,20,20,,FALSE,FALSE
12,0,Legs #2,Hamstrings,Lying Leg Curl,Seated Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to make the weight move,,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Legs #2,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,3,10,10,,,20,20,,FALSE,FALSE
12,0,Legs #2,Abs,Corpse Crunch,Plate-Weighted Crunch,Cable Crunch,"Clear your upper back off the floor when you crunch, hold for 1-2 seconds and then go back down. Don't yank with your neck.",,1,2,0,0,2,10,10,,,20,20,,FALSE,FALSE
13,0,Push #1,Pectorals,Low Incline DB Press,Low Incline Machine Press,Low Incline Smith Machine Press,"15° bench angle, tuck your elbows on the negative, flare as you press",,2,3,2,2,2,6,6,,,12,12,,FALSE,FALSE
13,0,Push #1,Shoulders,Machine Shoulder Press,DB Shoulder Press,Standing DB Arnold Press,"Don't stop in between reps, keep smooth and controlled tension on the delts",,2,3,2,2,2,6,6,,,12,12,,FALSE,FALSE
13,0,Push #1,Pectorals,Cable Crossover Ladder,Flat-To-Incline DB Flye,Pec Deck,"Do one set with low cable position, one set with medium-height cable position, and one height with a high cable position",,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
13,0,Push #1,Shoulders,A1: Lean-In Constant Tension DB Lateral Raise,Constant-Tension Cable Lateral Raise,Constant-Tension Machine Lateral Raise,Lean into a bench and do lateral raises. Keep tension - don't rest your arm against your side at the bottom.,,0,0,1,1,2,7,7,,,12,12,,FALSE,FALSE
13,0,Push #1,Shoulders,A2: Side Delt Static Stretch (30s),,,Hold a side delt stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,2,,,,,,,30,FALSE,TRUE
13,0,Push #1,Triceps,Overhead Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
13,0,Push #1,Triceps,Med-Ball Close Grip Push Up,Close-Grip Push Up,Kneeling Modified Push Up,"Place your hands on a medicine ball and do smooth, controlled pushups",,0,0,0,0,1,7,7,,,,,,TRUE,FALSE
13,0,Pull #1,Back,1-Arm Half Kneeling Lat Pulldown,1-Arm Lat Pull-In,Cable Lat Pullover,"Keep chest tall, keep elbow tucked in close to your torso, focus on squeezing your lat to move the weight",,1,2,1,1,2,6,6,,,12,12,,FALSE,FALSE
13,0,Pull #1,Back,Omni-Grip Lat Pulldown,Omni-Grip Pull-Up,Chin-Up,"One set wide grip (overhand), 1 set middle grip (overhand), 1 set close grip (underhand)",,2,3,1,1,3,6,6,,,12,12,,FALSE,FALSE
13,0,Pull #1,Back,Machine Low Row,Helms Row,Incline Chest-Supported DB Row,Focus on squeezing your shoulder blades together on each rep,,2,3,2,2,2,6,6,,,12,12,,FALSE,FALSE
13,0,Pull #1,Traps,Cable Shrug-In,DB Shrug,Plate Shrug,Set up two cable handles low and shrug up and in. Squeeze your upper traps to move the weight.,,1,2,1,1,2,7,7,,,12,12,,FALSE,FALSE
13,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,1,2,1,1,2,7,7,,,12,12,,FALSE,FALSE
13,0,Pull #1,Biceps,EZ-Bar Curl (Heavy),DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,1,2,2,2,1,7,7,,,4,6,,FALSE,FALSE
13,0,Pull #1,Biceps,A1: EZ-Bar Modified Bicep 21's,DB Curl 21's,Cable Curl 21's,"7 reps seated, 7 reps standing full ROM, 7 reps bottom-half curls",,0,0,0,0,1,7,7,,,21,21,,FALSE,FALSE
13,0,Pull #1,Biceps,A2: Bicep Static Stretch (30s),,,Hold a bicep stretch for 30 seconds. The stretch should be held at about a 7/10 intensity.,,0,0,0,0,1,,,,,,,30,FALSE,TRUE
13,0,Legs #1,Quads,Front Squat,High-Bar Box Squat,Goblet Squat,"Stay light, keep your torso upright",,2,3,2,3,2,6,6,,,10,10,,FALSE,FALSE
13,0,Legs #1,Hamstrings,Dumbbell RDL,Barbell RDL,45° Hyperextension,"Emphasize the stretch in your hamstrings, prevent your lower back from rounding",,2,3,1,1,2,6,6,,,12,12,,FALSE,FALSE
13,0,Legs #1,Quads,Walking Lunge,DB Step-Up,Goblet Squat,"Take medium strides, minimize the amount you push off your rear leg",,2,3,1,1,2,6,6,,,8,8,,FALSE,FALSE
13,0,Legs #1,Hamstrings,"Slow Seated Leg Curl (3 up, 3 down)",Lying Leg Curl,Nordic Ham Curl,Lift with a slow tempo. The positive should take 3 seconds and the negative should take 3 seconds.,,1,2,1,1,2,7,7,,,8,8,,FALSE,FALSE
13,0,Legs #1,Calves,Leg Press Toe Press,Seated Calf Raise,Standing Calf Raise,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,2,7,7,,,12,12,,FALSE,FALSE
13,0,Legs #1,Abs,LLPT Plank,Ab Wheel Rollout,Plank,Contract your glutes and position your elbows under your eyes to make the plank more difficult,,1,2,0,0,1,7,7,,,,,30,FALSE,FALSE
13,0,Push #2,Pectorals,Bench Press,DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,4,3,4,1,6,6,,,2,4,,FALSE,FALSE
13,0,Push #2,Shoulders,Standing Dumbbell Arnold Press,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,2,3,2,2,2,6,6,,,12,12,,FALSE,FALSE
13,0,Push #2,Triceps,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,2,3,1,1,2,6,6,,,12,12,,FALSE,FALSE
13,0,Push #2,Shoulders,Machine Lateral Raise (+ Myoreps),DB Lateral Raise (+ Myoreps),Cable Lateral Raise (+ Myoreps),"On the last set only, perform myoreps: After reaching failure at 12-15 reps, pause for ~5 seconds and do another 4 reps. Then pause for ~5 seconds again and do another 4 reps. Repeat until you can't complete 4 reps.",,1,2,1,1,2,7,7,,,12,15,,FALSE,FALSE
13,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
13,0,Push #2,Triceps,1-Arm Bottom-Half Overhead Cable Tricep Extensions,DB Bottom-Half Skull Crusher,EZ Bar Bottom-Half Skull Crusher,"Do overhead cable tricep extensions, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,2,7,7,,,15,20,,FALSE,FALSE
13,0,Pull #2,Back,Pull-Up,Lat Pulldown,Machine Pulldown,"4 cluster sets: 3 reps, rest 15s, repeat 4x. Keep form smooth and controlled.",,0.25,0.25,2,2,4,6,6,,,3,3,,FALSE,FALSE
13,0,Pull #2,Back,Wide-Grip Cable Row,Wide-Grip Machine Row,Wide-Grip T-Bar Row,"6 cluster sets: 3 reps, rest 15s, repeat 6x. Keep form tight.",,0.25,0.25,2,2,6,6,6,,,3,3,,FALSE,FALSE
13,0,Pull #2,Back,"SLOW Barbell Row (3 up, 3 down)",SLOW DB Row,SLOW Machine Row,"Use a 3 second positive and a 3 second negative. ""Feel"" your back working, be humble with the weight you use",,2,3,1,1,2,6,6,,,6,6,,FALSE,FALSE
13,0,Pull #2,Back,Bayesian Cable Curl,DB Incline Curl,DB Curl,"Keep your elbow behind your torso throughout the range of motion, focus on squeezing your bicep. Sets are per arm",,1,2,1,1,2,7,7,,,12,12,,FALSE,FALSE
13,0,Pull #2,Biceps,Bottom-Half Preacher Curl,Bottom-Half Spider Curl,Bottom-Half Bayesian Curl,"Do preacher curls, but cut out the top half of the ROM (stay entirely in the stretched aspect of the lift)",,1,2,0,0,2,7,7,,,15,15,,FALSE,FALSE
13,0,Pull #2,Biceps,Rope Facepull,Reverse Pec Deck,Bent-Over Reverse DB Flye,"Pull your elbows up and out, squeeze your shoulder blades together",,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
13,0,Legs #2,Hamstrings,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,3,4,3,4,1,6,6,,,8,8,,FALSE,FALSE
13,0,Legs #2,Quads,Leg Press,Goblet Squat,Walking Lunge,"Medium width feet placement on the platform, don't allow your lower back to round",,2,3,2,3,1,6,6,,,12,12,,FALSE,FALSE
13,0,Legs #2,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move,,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
13,0,Legs #2,Hamstrings,Lying Leg Curl,Seated Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to make the weight move,,1,2,1,1,2,7,7,,,15,15,,FALSE,FALSE
